1	-4.64997e-05
2	-8.56098e-05
3	-3.45879e-06
4	-8.44464e-05
5	-3.55228e-05
6	-5.9671e-05
7	-4.77813e-05
8	-6.562e-05
9	-6.11367e-05
10	-6.88648e-05
11	-6.31317e-05
12	-6.48105e-05
13	-5.98566e-05
14	-6.0855e-05
15	-5.73195e-05
16	-5.76339e-05
17	-5.40199e-05
18	-5.28277e-05
19	-4.79809e-05
20	-4.50928e-05
21	-3.98679e-05
22	-3.76162e-05
23	-3.47513e-05
24	-3.55611e-05
25	-3.63366e-05
26	-4.02419e-05
27	-4.33052e-05
28	-4.78465e-05
29	-5.00925e-05
30	-5.23822e-05
31	-5.18111e-05
32	-5.11546e-05
33	-4.832e-05
34	-4.6221e-05
35	-4.30272e-05
36	-4.12567e-05
37	-3.88932e-05
38	-3.79009e-05
39	-3.61435e-05
40	-3.53089e-05
41	-3.34436e-05
42	-3.22368e-05
43	-3.00509e-05
44	-2.8604e-05
45	-2.64852e-05
46	-2.5335e-05
47	-2.38504e-05
48	-2.35198e-05
49	-2.30743e-05
50	-2.3795e-05
51	-2.43719e-05
52	-2.58264e-05
53	-2.6776e-05
54	-2.80294e-05
55	-2.8245e-05
56	-2.82118e-05
57	-2.68388e-05
58	-2.5092e-05
59	-2.22398e-05
60	-1.94335e-05
61	-1.6184e-05
62	-1.36306e-05
63	-1.12766e-05
64	-1.00237e-05
65	-9.19804e-06
66	-9.39955e-06
67	-9.8097e-06
68	-1.08524e-05
69	-1.17314e-05
70	-1.28744e-05
71	-1.36441e-05
72	-1.45534e-05
73	-1.51289e-05
74	-1.59193e-05
75	-1.65217e-05
76	-1.74251e-05
77	-1.82132e-05
78	-1.92709e-05
79	-2.01572e-05
80	-2.118e-05
81	-2.19151e-05
82	-2.26439e-05
83	-2.29973e-05
84	-2.32593e-05
85	-2.31266e-05
86	-2.28908e-05
87	-2.231e-05
88	-2.16822e-05
89	-2.08197e-05
90	-2.00197e-05
91	-1.91304e-05
92	-1.84225e-05
93	-1.77426e-05
94	-1.72974e-05
95	-1.68958e-05
96	-1.66629e-05
97	-1.63711e-05
98	-1.60927e-05
99	-1.56117e-05
100	-1.50115e-05
101	-1.41491e-05
102	-1.31706e-05
103	-1.20324e-05
104	-1.09436e-05
105	-9.9305e-06
106	-9.21629e-06
107	-8.83465e-06
108	-8.96263e-06
109	-9.58913e-06
110	-1.0812e-05
111	-1.25603e-05
112	-1.48575e-05
113	-1.75898e-05
114	-2.07331e-05
115	-2.41568e-05
116	-2.78145e-05
117	-3.15774e-05
118	-3.53903e-05
119	-3.91347e-05
120	-4.27542e-05
121	-4.6146e-05
122	-4.92607e-05
123	-5.20194e-05
124	-5.43888e-05
125	-5.63206e-05
126	-5.78026e-05
127	-5.88172e-05
128	-5.93704e-05
129	-5.9468e-05
130	-5.91272e-05
131	-5.837e-05
132	-5.72203e-05
133	-5.57148e-05
134	-5.38872e-05
135	-5.17928e-05
136	-4.94796e-05
137	-4.70243e-05
138	-4.44884e-05
139	-4.19631e-05
140	-3.95125e-05
141	-3.72262e-05
142	-3.51531e-05
143	-3.33633e-05
144	-3.18763e-05
145	-3.07325e-05
146	-2.99186e-05
147	-2.94486e-05
148	-2.92851e-05
149	-2.94277e-05
150	-2.9829e-05
151	-3.04862e-05
152	-3.13504e-05
153	-3.24198e-05
154	-3.36422e-05
155	-3.50102e-05
156	-3.64599e-05
157	-3.79692e-05
158	-3.94564e-05
159	-4.0884e-05
160	-4.21587e-05
161	-4.324e-05
162	-4.40416e-05
163	-4.45422e-05
164	-4.46851e-05
165	-4.44873e-05
166	-4.39354e-05
167	-4.30901e-05
168	-4.19773e-05
169	-4.06886e-05
170	-3.92696e-05
171	-3.78185e-05
172	-3.63749e-05
173	-3.50197e-05
174	-3.37672e-05
175	-3.26677e-05
176	-3.17045e-05
177	-3.08983e-05
178	-3.02083e-05
179	-2.96375e-05
180	-2.91355e-05
181	-2.87024e-05
182	-2.82922e-05
183	-2.79139e-05
184	-2.75346e-05
185	-2.71773e-05
186	-2.68248e-05
187	-2.65136e-05
188	-2.62395e-05
189	-2.60491e-05
190	-2.59463e-05
191	-2.59829e-05
192	-2.61662e-05
193	-2.65471e-05
194	-2.71307e-05
195	-2.79609e-05
196	-2.9033e-05
197	-3.03766e-05
198	-3.19694e-05
199	-3.38191e-05
200	-3.58797e-05
201	-3.81328e-05
202	-4.05081e-05
203	-4.29638e-05
204	-4.54121e-05
205	-4.77991e-05
206	-5.00339e-05
207	-5.20672e-05
208	-5.38224e-05
209	-5.52714e-05
210	-5.63661e-05
